Issue_time,Forecast_time,Alle Catt II Wind,Arkwright Summit,Atlantic Shores Offshore Wind 7,Atlantic Shores Offshore Wind 8,Atlantic Shores Offshore Wind 9,Ball Hill Wind,Baron Winds,Blue Hill Wind,Bluestone Wind,Bone Run Wind,Bull Run II Wind,Bull Run Wind,Canisteo Wind,Cassadaga Wind,Copenhagen,CWW 200 Wind,CWW 300 MW DUN,CWW 300 Wind,Deer River Wind,Dry Lots Wind,Dutch Hill/Cohocton,East Wind 1,EI East Shoreham,EI Fort Salonga,EI Glenwood Landing,EI Melville,EI Oceanside,EI Oceanside 2,EI Steinway 1,EI Steinway 2,EI Sunset Park,Eight Point Wind Energy Center,Fenner Wind Power Project,Galloo Island Wind,Harbec Plastics,Hardscrabble,Heritage Wind,High Bridge Wind,High Sheldon,Howard,Jericho Rise,Lighthouse Wind,Long Island Offshore Wind,Long Island Offshore Wind Connection,Mad River Wind,Madison Windpower,Maple Ridge,Marble River,Marsh Hill,Munnsville,New York City Offshore Wind,Noble Altona,Noble Bliss,Noble Chateaugay,Noble Clinton,Noble Ellenburg,Noble Wethersfield,North Country Wind,North Ridge Wind,North Slope Wind,Number 3 Wind Energy,NY Wind - East Garden City,NY Wind - Mott Haven,NY Wind - Pilgrim,NY Wind Gowanus,NY Wind Holbrook,NY Wind Holbrook 2,Orangeville Wind,Prattsburgh Wind Farm,Roaring Brook Wind,Rolling Upland Wind,South Fork Wind Farm,South Fork Wind Farm II,Steel Winds,Steel Winds II,Stockbridge Wind,Vineyard Wind I,Vineyard Wind II,Wethersfield,Zotos
2018-12-31 18:00:00+00:00,2019-01-01 06:00:00+00:00,63.440715142389806,21.110820022813677,569.7279405373175,548.4812956487222,635.57564704048,25.158120046647774,167.69460798933153,18.648258071334713,82.23074492312963,94.86504033526265,61.88321187656196,170.7981768795445,213.8825445106827,22.482929279429893,20.11197477679241,52.55050926299842,107.30933986549422,100.08211210172742,71.88315282810885,22.912047794204597,83.42320014968028,835.2441810993719,748.1535829751002,711.9828774421416,687.0542334403344,618.7303444264604,721.5279289613958,1033.0227350837638,882.35264609439,720.7051762877365,252.5610972621171,69.4486179884163,20.07707358723787,93.24098672294095,0.8591203585988041,52.91976481735492,75.53600185893204,67.22780170012282,22.75082986632236,39.193874454663195,58.188046680400646,158.39459548764765,338.09696302257925,194.5158723588554,331.79465230025016,7.294567093771545,134.26398028135415,157.51280450734419,13.33036528953302,24.297631104184447,720.0452418476918,17.477447553954015,41.10755139925908,78.22238275498495,74.2139228789038,57.96511111862102,85.24680649396842,191.11223714425904,70.02197516760125,123.15007724863042,82.05580774173897,897.7729182092083,471.30532933760065,769.9783629913117,752.8886014594378,582.5226219744388,1416.847721589632,38.31398830600272,110.39667694926645,51.82929390129859,45.58222931638299,71.82601796701572,33.40495646300594,4.306670688386269,3.827245323520552,22.840137207923338,690.6090704372979,869.0859706263569,3.9476634182414845,2.54323239289163
2018-12-31 18:00:00+00:00,2019-01-01 07:00:00+00:00,76.73217709562552,16.327003855139463,573.2836078757596,538.1071605606294,620.4179983113687,27.791438951793097,162.83349783613656,18.804525410158337,81.63270165739739,69.97841017534795,71.93927488989172,182.14391682785313,203.0542710656167,21.666397838212152,22.224398083198658,54.934423266018456,117.51889040065278,126.71740939423997,75.33601133381448,23.70519892430453,83.51577930237305,820.362735833843,632.1821925234856,723.2377523439334,747.8984663917413,611.5153492883054,719.6658734424833,996.3897496849623,878.9342473554844,879.3657244899824,372.3200474240677,72.56451824728869,21.698701898813074,90.99044546950623,0.8684893919662373,57.88479692994513,151.1238905822402,67.67385514979675,20.822899390844686,39.27167181596461,43.536212572323365,164.04973248238016,252.788768221051,209.08632357057326,348.91431220668204,7.006427163819368,109.10612936587823,61.38302892874918,12.238000698213765,24.634265669345478,790.4324220706199,67.60910057132473,11.238712803577561,65.70709434234945,49.9818790084733,61.200161298961426,25.399137166512425,182.08896183329225,64.85048165648055,81.01394816433168,75.8844930311644,895.5095044148197,654.6160396206132,722.6735511991909,753.3407155538869,549.5700984421034,1416.1578161952361,20.529509908901826,107.82790489730705,60.13814036900563,47.824954450701775,72.30945329755951,33.634513125781815,9.425427281101118,12.171063151432918,39.36995683396267,857.305523131409,651.3788002558292,0.8756647932199118,2.5596990916296054
2018-12-31 18:00:00+00:00,2019-01-01 08:00:00+00:00,50.72845975580931,19.78057708191604,583.9015656016929,558.8716035660548,629.5864209777772,89.25747083978364,154.70004233860843,18.9058201851515,86.40602809298184,92.65362610154779,87.26574311005143,215.6821236642624,116.73794403006242,30.611310267656375,31.178486120194517,50.632075089078086,248.48819905297913,230.58390235383598,75.75478384968504,22.481516219981987,31.02203249215111,909.641527596984,612.618360766154,735.4184085268353,820.0893491557727,611.8799929269439,714.8153495135148,1077.284772757702,862.4627579010403,918.3267758444829,438.44721362449525,26.16264853915177,21.25832974487866,93.23617371078069,0.870813514277542,45.16114191348054,135.8984204177312,67.85357009244213,83.74365520317939,22.89139747944695,44.70297646034099,160.11514977385093,351.3326739350407,200.33631807835033,345.8888307521519,7.629473801115113,195.09786950613682,72.6281718863619,5.899083239024303,25.288993013668303,839.0990080386011,66.4219258646215,71.38528603493394,70.62171741418196,59.02483211345823,60.09804659897925,42.07595071292982,204.19581083863721,70.99115957170895,58.06896770979339,77.26083046667196,790.5823254912661,791.4523556974062,786.2282515207748,843.7123838618854,620.4074137209866,1472.9443368866325,72.07900037232413,67.84776447527591,62.69631637637652,50.25228096501388,72.08526515149096,34.74712549765198,16.184332487129854,12.620071071293156,56.29488146965859,920.7821873988248,655.3735767010991,2.138208979746486,0.5059243979058692
2018-12-31 18:00:00+00:00,2019-01-01 09:00:00+00:00,170.5006570984487,31.784713184564488,602.662217875562,601.4152044152238,638.8446098913918,86.10866990517361,14.386564212194699,20.450965382413816,87.68548239328783,98.05492953539778,99.9271787312431,195.90534595714058,78.33007808292942,69.93811481058049,33.21541160823427,99.60446817623368,256.45127050200585,245.1676445885789,76.29917242909727,22.85667402440782,40.85724976696768,868.4124472400653,727.33221658312,743.074921504866,893.3101141243766,583.9141114692192,702.3995742177074,1076.1241658470306,917.9083357865362,905.4644446161572,516.7492186607127,26.283582411931715,21.69619840171098,93.79956203674215,0.8426979380819117,17.045150603338065,139.18723460767623,69.38045916870188,85.63974004611966,4.061232652113283,62.15750559692058,164.89011406744632,430.4443152402399,220.1421970187697,352.2336988603022,7.566816504670056,75.95878838738642,157.8785026970766,2.6086815771227276,25.207695614679174,817.9367360373374,68.96608413362678,71.95397942432321,75.3678810527633,74.58387114788691,60.59675837386913,88.52842870116122,209.01782231222833,72.01816672961219,130.31245097902377,79.26571676177102,738.5495920541323,878.6231442152297,869.3125699638318,870.1476294825691,529.5302714652728,1417.347647344562,73.21970792561203,15.598239234437502,54.532350951647864,46.84940119323855,73.72779784968908,35.880325854606824,16.097059451958003,12.456910130637578,58.193328068860566,940.8669635761227,837.7878653632773,1.5791053954344298,0.4995160768587772
2018-12-31 18:00:00+00:00,2019-01-01 10:00:00+00:00,246.6355310298545,69.94879677594925,600.3125157819446,637.381402696777,650.1842047119978,86.4624457043089,38.10213328641604,10.519117774016374,86.59793973496387,96.75796794915207,96.84496841279737,210.2717981606715,136.08742953185424,101.14357323821177,24.368896294640127,176.1982688454034,261.3589943090457,238.4299614811747,71.48782538465524,23.2223561188826,88.22372861140298,852.5358261037752,858.5149922725651,820.8076373540446,851.9217922532266,626.0629248568117,719.0328921783945,1120.3657719297419,882.00452912797,941.7684963069612,509.5342779533331,38.758093745450665,3.5984515960772003,94.47616637928613,0.8136829712516357,14.170983907780775,145.5837204937899,42.18951449711342,86.36882625627557,40.12392585724347,61.16990132277169,161.70553271555448,447.0737005636899,220.10672004204574,341.5763587218122,7.361826410333008,61.94870379319514,153.51470112402615,2.4580598788969175,11.60036253713047,838.7012051370746,70.82183262952452,72.1800988396094,79.42835704926063,73.4803048454695,59.98180235089297,98.87824109178031,210.11315354687946,69.82289208585136,72.22806830777894,77.73515066807731,622.6271720122131,984.8834877618526,970.0171074302416,839.5996427335481,533.2651463036282,1380.1684515758693,77.54731942047724,53.74146027013123,28.01888556362883,48.0006936698781,71.49822364644032,32.585185879311794,16.801886553478496,13.123133843770843,24.625806409729346,951.5464966929119,946.6952318647823,4.811770926860755,0.4501076595481895
2018-12-31 18:00:00+00:00,2019-01-01 11:00:00+00:00,247.44929759983052,69.10118765216228,583.0871147245006,574.2338010037621,667.9304691978929,82.24983806363026,142.08382430346887,12.546724354882057,79.50733357804752,92.75860265063544,71.82994296516996,155.90953298011414,198.07940948953987,95.3937496173918,69.57526631267514,175.4155674517692,258.3544102539683,228.82215771112297,69.98803804339208,22.588793666481905,85.52934602495012,822.3041014604103,881.93976275538,840.6044676591142,813.8438066040039,648.0931764880419,706.9967161013967,954.7305281697685,905.2836902928236,936.9760194335984,495.6279384394832,69.5132598168002,21.777004356607108,93.92135527056415,0.8466407735672142,17.462214490630693,146.29649845333014,64.29781335553372,86.73521034831778,37.67222860959075,64.95973469737933,169.22681831541772,447.74272907401206,203.7749688398223,349.1816108010343,7.619095352822648,239.616292650284,163.63468119268435,11.482434321495536,9.03335178855685,810.7177313219044,69.23432561067992,69.74634287401867,75.09911359185335,68.92279361609495,62.58408095373197,92.03806371762415,221.02134339096986,66.7144385641353,104.20907972404473,78.5693095100367,549.3485036307437,914.7163980044634,898.151331702736,851.6307993645986,461.84778605696147,1348.2858566556563,79.71062944024007,79.86670356122966,49.3663554616473,50.50617760384473,65.44780065815473,33.1913968871142,12.703793896917622,10.931471078870803,54.79748482800639,979.6298075308134,961.4499907926523,5.001469354873178,0.4743810833787495
2018-12-31 18:00:00+00:00,2019-01-01 12:00:00+00:00,239.14938591416168,65.48314868357166,513.2283655446043,600.8717132468366,674.0455425421413,65.79924913239174,159.44076118727102,19.14425842395108,81.64778603791135,90.21187749808648,81.93110739193897,230.75207134423985,206.90055336225015,86.99397666307054,68.64053042334255,173.9806856973039,254.36127687399383,209.83624779101245,74.92049058283656,24.33768243183313,85.16279225859992,881.5647141430038,591.6645688389173,713.4680026351317,685.9759854785619,582.7228179315267,718.4679905714698,1071.259078923117,888.6032396452077,858.4531526801317,489.2291680782218,59.88137807214642,22.254204370905477,89.22273203368074,0.8345646095683587,46.276317462572436,148.04250648460226,70.17150019516019,82.78655245638471,40.35980784502363,65.68335566758769,163.7452361875279,439.72926187463906,211.56051068720163,328.2052174218603,7.860435239132551,262.26573063223213,168.08796579245677,12.532836273111945,25.281187915562494,841.5973169395293,70.40015103374897,72.08571269528493,78.23311042011494,69.4635079691374,61.9110806699264,96.87882854683313,225.72011917815618,59.03672823820057,163.88567463904675,75.71343257418509,672.0217002847949,876.6407847267335,980.7460885443976,827.7569448539695,434.4497446677335,1340.168219313279,80.93283274067576,97.81357503277108,62.196032749264795,48.61607381185952,64.21072190776292,34.78502996772087,9.305948755026835,8.74505080728102,56.08917563430257,974.5080748470825,864.7023412499568,4.82556796793035,2.5498804298275672
2018-12-31 18:00:00+00:00,2019-01-01 13:00:00+00:00,235.6901944015573,63.540158971644544,544.5314309649897,624.1144445792776,670.0406400353752,55.73254605902491,161.49927115625758,19.159373620301324,83.2010930385336,86.70204548827795,81.77926019620591,244.0358460682722,207.32723159191744,76.48314639374189,68.0522759799118,161.4294691830576,242.97717358482498,191.397826380662,70.35920658832663,23.149184950515426,85.44476121720537,918.8599160913896,602.8634800044854,559.8137935764462,688.1179335523329,547.8010534906044,715.8613932254527,1037.826317109407,908.2294277123632,881.3004422776378,383.7094019035041,43.356910814776896,21.540221569563787,90.04737972857305,0.7107335510133989,56.693436781736594,116.43193760375858,61.83899269180938,82.88016130008654,38.326275714733704,63.90933360892083,153.81665615032205,430.12938878634134,208.5963198820415,302.52458841090566,7.933904443941819,245.25833173207417,174.89759732655753,12.462095598295779,24.828036784108303,786.4982510286653,68.7510425668137,64.71656325195312,81.38255960411523,76.02444139355676,61.868482027117,92.10426564681829,219.61994222213625,55.014339829520864,168.50296797555336,81.02642200565768,795.8178715341697,874.2301000054284,1010.533401033686,845.3825143568605,410.5108441720713,1118.8905953328156,77.86722508410922,76.73369135077235,59.36985113100946,46.749856342726346,62.567810500438895,34.11195888080768,8.611561647681015,7.856544101429036,55.450920801623326,961.1247985505261,751.2785421008105,3.053531528440879,2.4606335900603935
2018-12-31 18:00:00+00:00,2019-01-01 14:00:00+00:00,211.3236967057266,50.924856085322276,632.3978204606434,613.000108199394,668.6284135614866,44.372549659111925,163.09316759516187,20.65144969877434,59.952551094454165,74.57869441017073,89.90361572312487,260.1798373936549,207.86015320473092,62.096598484805,69.3993352367689,144.80086995314383,225.97011774412283,150.78941036158903,74.50975798980588,23.665530935065135,81.70153599625286,855.2712205117001,714.464723506647,783.5943017280108,875.5884124194363,529.39241574189,746.2435264919202,1060.6032333558321,896.3016945196027,892.5508057247062,468.44917029982076,41.373731594324504,21.766421514008705,91.0905100654927,0.7449032073111082,58.36843516601164,110.79021534814567,52.95376594762842,71.44579467287086,39.358189902081136,66.45179252010877,146.2572946459147,321.8102425552762,157.74950276749948,283.02440986649424,6.649997138306177,250.4351130254429,175.85141008612368,12.707377559857568,25.94576882312398,885.3876626204877,76.14346127316456,73.8698654475617,82.26274786935457,80.67585401779205,61.22190322940202,95.5406594831254,211.09982546006216,53.084586462132435,168.07106570385002,79.27944338103899,908.6481389187849,893.807519273985,899.2534685715844,812.3767123747069,572.676357677468,1159.6230211227328,78.66126292756226,90.97027051022187,60.86285924659547,41.274952716964584,60.7281446380817,34.295790648403255,6.945763846835571,6.004518648974595,54.376677884770544,947.3143797994175,799.3885453339348,3.523745059301197,2.297041340727635
2018-12-31 18:00:00+00:00,2019-01-01 15:00:00+00:00,204.68568302825133,45.13365421892692,692.9131941211308,599.1090912757443,700.6706035455063,36.82722876277073,144.0552082624184,23.57953767748757,80.67350746044268,71.53863882023256,101.99108364465744,266.99373630926846,199.26569246789504,58.52350615642196,68.95731537998519,150.43415225246568,186.32055735867598,153.3138682169709,70.52723642346703,28.094549886134253,85.8970717430873,877.729805255609,885.7446324083681,904.2573292146957,977.6222435113652,598.535561526076,801.2344637734955,1073.4966634651203,940.6035091888224,922.5686534488943,543.8197894778846,40.02161272347143,25.734240772060396,91.97652746414137,0.808350514193989,67.10103772280041,111.77995190507853,53.700141816176846,62.79919486141796,40.7523799567797,67.53417517626079,152.00527244941347,406.4863067321968,211.75298356246,291.13166041771393,7.599596864225576,249.64586536271935,187.81663772912114,12.250011465760538,30.053886508701947,913.5495690618264,81.97040307789753,70.66768177253591,88.86167071847944,83.18709674339439,67.95804029697986,91.95948462105476,221.64541935665108,60.1750503172103,175.05814991536988,78.08841855998088,946.0636653880188,881.3103736134425,885.217710727859,913.2567768303952,620.1438770344313,1404.3483712411307,75.5273016295191,98.5829015666233,62.3290734626633,49.83497148040117,73.70642860851471,35.39646152217917,7.528195844432171,6.31308177833242,61.86351437865869,949.6222080261628,949.7844568367834,3.0828693537543934,2.5863056043775523
