V_emp,V_scen,V_cf_marginal,V_cf_copula,gap_frac_marginal,gap_frac_copula,base_fleet_cov80,cf_copula_fleet_cov80
37100.88171732458,43377.76871959069,37882.663402076214,43085.525694795375,0.8754507314741536,0.046558592609650146,0.7307692307692307,0.7347756410256411
