eia_plant_id,plant_name,generator_id,county,latitude,longitude,nameplate_mw,technology,status,operating_year,ba_code
66729.0,(3K) 59 Hetcheltown Rd,P3101,Schenectady,42.87657,-73.91048,1.4,Solar Photovoltaic,OP,2020,NYIS
66731.0,Lightstar Renewables - Project 1001,P4450,Dutchess,41.7754,-73.8758,3.9,Solar Photovoltaic,OP,2021,NYIS
66732.0,Lightstar Renewables - Project 1002,P4451,Dutchess,41.807744,-73.903508,2.1,Solar Photovoltaic,OP,2021,NYIS
66734.0,Marathon Solar Farm LLC South,P4739,Madison,43.0832,-75.7351,4.4,Solar Photovoltaic,OP,2020,NYIS
66749.0,Herrington Solar,HERR1,Rensselaer,42.873378,-73.622029,5.0,Solar Photovoltaic,OP,2021,NYIS
66752.0,NY Van Buren II CSG,NGVB2,Onondaga,43.1,-76.294,3.0,Solar Photovoltaic,OP,2023,NYIS
66762.0,SCH County - (1B) 10 Alice Wagner Way Ni,P3599,Schenectady,42.83447,-73.89808,3.5,Solar Photovoltaic,OP,2020,NYIS
66763.0,SCH County - (1E) 398 Anthony St Schenec,P3600,Schenectady,42.841167,-73.916454,1.0,Solar Photovoltaic,OP,2020,NYIS
66764.0,SCH - (2A) 156 Barhydt Rd Glenville,3954,Schenectady,42.85,-74.05,5.0,Solar Photovoltaic,OP,2021,NYIS
66765.0,SCH County - (2B) 4982 Rynex Corners Rd,3595,Schenectady,42.884182,-74.080778,2.5,Solar Photovoltaic,OP,2020,NYIS
66766.0,SCH County - (2D) 98 Cheltingham Ave Sch,P3608,Schenectady,42.791847,-73.95683,2.8,Solar Photovoltaic,OP,2020,NYIS
66767.0,Source Power Company - Richland,4725,Oswego,43.511296,-76.119554,2.0,Solar Photovoltaic,OP,2021,NYIS
66769.0,Source Power Company - Silver Creek,P4468,Chautauqua,42.517279,-79.221323,5.0,Solar Photovoltaic,OP,2021,NYIS
66771.0,Marathon Solar Farm II LLC North,P4471,Madison,43.0832,-75.7351,2.9,Solar Photovoltaic,OP,2020,NYIS
