Time,Load,Solar (utility),BTM solar,Wind
2022-09-10 19:00:00+00:00,19967.0961,85.87688322376022,1763.97,11.5198582404402
2022-09-10 20:00:00+00:00,20601.953099999995,66.84283041015782,1170.41,7.5998805171448485
2022-09-10 21:00:00+00:00,20886.721500000003,41.33252393797991,482.46,6.383243746427015
2022-09-10 22:00:00+00:00,20478.0346,16.396564341086293,104.82,2.670149866201072
2022-09-10 23:00:00+00:00,20146.361299999997,0.2831750792401725,1.9,25.089616078116023
2022-09-11 00:00:00+00:00,19688.8399,0.0,0.0,138.55400735367047
2022-09-11 01:00:00+00:00,18986.4928,0.0,0.0,301.80381129320597
2022-09-11 02:00:00+00:00,18124.3575,0.0,0.0,268.88523408778974
2022-09-11 03:00:00+00:00,17228.2478,0.0,0.0,336.6761268580927
2022-09-11 04:00:00+00:00,16290.0512,0.0,0.0,423.3538892752908
2022-09-11 05:00:00+00:00,15639.2903,0.0,0.0,366.0103922927509
2022-09-11 06:00:00+00:00,15166.583600000002,0.0,0.0,409.6834135311809
2022-09-11 07:00:00+00:00,14827.052599999999,0.0,0.0,378.4463443684475
2022-09-11 08:00:00+00:00,14658.910999999998,0.0,0.0,367.52702062422657
2022-09-11 09:00:00+00:00,14714.4838,0.0,0.0,281.0813265853778
2022-09-11 10:00:00+00:00,14946.124600000001,0.0,21.1,160.98822074537736
2022-09-11 11:00:00+00:00,15300.555600000003,2.5234859114725716,189.06,159.17645401473968
2022-09-11 12:00:00+00:00,15978.9656,6.172781206562509,472.27,134.7233667280757
2022-09-11 13:00:00+00:00,16732.3146,18.558155875237208,697.91,46.96359005998537
2022-09-11 14:00:00+00:00,17349.5871,15.477120772738939,823.22,71.51131839221708
2022-09-11 15:00:00+00:00,17873.8415,20.343891697932783,814.12,41.71659087980178
2022-09-11 16:00:00+00:00,18167.1003,13.889855341660297,885.18,30.636134082853438
2022-09-11 17:00:00+00:00,18319.408,12.636806383502474,891.49,36.79225346635835
2022-09-11 18:00:00+00:00,18397.468399999998,10.026454028020249,733.54,50.568631578504345
2022-09-11 19:00:00+00:00,18575.0314,19.675856579817165,502.45,33.800608551007656
2022-09-11 20:00:00+00:00,18803.813599999998,11.366107182678439,318.96,14.118246169700376
2022-09-11 21:00:00+00:00,19056.990299999998,6.30093106356681,158.25,13.545784468340193
2022-09-11 22:00:00+00:00,19056.318,2.8878191387748493,35.68,18.7889311107089
2022-09-11 23:00:00+00:00,19193.238900000004,0.0,0.78,15.50931380711218
2022-09-12 00:00:00+00:00,18965.1989,0.0,0.0,13.141335802249055
2022-09-12 01:00:00+00:00,18294.741899999997,0.0,0.0,12.671282979550181
2022-09-12 02:00:00+00:00,17395.6181,0.0,0.0,25.510408630615792
2022-09-12 03:00:00+00:00,16474.1962,0.0,0.0,59.450896104993596
2022-09-12 04:00:00+00:00,15774.8995,0.0,0.0,67.58501401003747
2022-09-12 05:00:00+00:00,15296.423999999999,0.0,0.0,51.98596467356586
2022-09-12 06:00:00+00:00,15051.5938,0.0,0.0,69.29230705636284
2022-09-12 07:00:00+00:00,14944.944999999998,0.0,0.0,95.32065268824937
2022-09-12 08:00:00+00:00,15080.6024,0.0,0.0,89.53469396598506
2022-09-12 09:00:00+00:00,15866.981,0.0,0.0,73.20477895436291
2022-09-12 10:00:00+00:00,17276.8193,0.0,13.91,23.989178475500584
2022-09-12 11:00:00+00:00,18373.6564,0.693922345285173,191.13,17.721170692138674
2022-09-12 12:00:00+00:00,19130.1437,6.54314024448948,475.21,37.20670422416561
2022-09-12 13:00:00+00:00,19609.334499999997,21.25453404329029,769.46,50.283462986250285
2022-09-12 14:00:00+00:00,20014.7434,23.012320694260513,1075.05,44.00845418523971
2022-09-12 15:00:00+00:00,20371.4358,31.374096715996814,1299.4,17.208354922286354
2022-09-12 16:00:00+00:00,20638.7332,39.94257285932549,1557.73,45.982490651413094
2022-09-12 17:00:00+00:00,20927.083199999997,71.31412837878628,1724.38,62.91595897769153
2022-09-12 18:00:00+00:00,21153.1982,74.51505227985363,1684.51,71.07408414636498
2022-09-12 19:00:00+00:00,21849.705,61.772594385115006,1429.75,63.346160367365705
2022-09-12 20:00:00+00:00,22657.2292,63.141102750023634,1033.3,41.273873769171274
2022-09-12 21:00:00+00:00,23207.2749,40.55756063262685,460.44,25.226662479368123
2022-09-12 22:00:00+00:00,22947.307099999998,13.65630246065895,77.82,14.50617840026194
2022-09-12 23:00:00+00:00,22582.9528,0.0284086102909287,2.18,35.54791192904144
2022-09-13 00:00:00+00:00,21915.7454,0.0,0.0,41.54396817654437
2022-09-13 01:00:00+00:00,20846.377199999995,0.0,0.0,51.207249484309024
2022-09-13 02:00:00+00:00,19567.392099999997,0.0,0.0,65.09764404444765
2022-09-13 03:00:00+00:00,18309.2902,0.0,0.0,38.28080985566527
2022-09-13 04:00:00+00:00,17277.7636,0.0,0.0,44.968396322964615
2022-09-13 05:00:00+00:00,16643.6594,0.0,0.0,94.87715558240978
2022-09-13 06:00:00+00:00,16171.429999999998,0.0,0.0,8.373121522410845
2022-09-13 07:00:00+00:00,15944.864100000003,0.0,0.0,26.31570924613322
2022-09-13 08:00:00+00:00,15977.985,0.0,0.0,23.898161542462113
2022-09-13 09:00:00+00:00,16501.610500000003,0.0,0.0,58.14135161077989
2022-09-13 10:00:00+00:00,17829.0608,0.0,11.88,6.857950575307553
2022-09-13 11:00:00+00:00,18886.9257,0.0761173984045543,165.3,11.639073587029948
2022-09-13 12:00:00+00:00,19686.8653,0.5078065894703362,503.38,11.413536971010618
2022-09-13 13:00:00+00:00,20271.282700000003,5.226505850947708,835.26,2.289942516675964
2022-09-13 14:00:00+00:00,20705.8713,16.157747968863383,1089.74,15.58586646552806
2022-09-13 15:00:00+00:00,21133.539699999998,23.70252550613864,1246.09,2.950142327638326
2022-09-13 16:00:00+00:00,21520.5,59.61516687047647,1392.86,25.07907802353901
2022-09-13 17:00:00+00:00,21974.5444,46.690239378946885,1530.76,3.059890339899563
2022-09-13 18:00:00+00:00,22364.191700000003,71.2153202916036,1292.29,6.009865985415378
2022-09-13 19:00:00+00:00,22792.599800000004,58.56939104066093,1117.6,151.36483294084164
2022-09-13 20:00:00+00:00,23156.024400000002,47.40321544050557,762.17,230.58534385330694
2022-09-13 21:00:00+00:00,23264.282300000006,25.769595676628068,436.84,123.18115480737323
2022-09-13 22:00:00+00:00,22706.459400000003,11.273369687517373,99.5,63.375043487496846
2022-09-13 23:00:00+00:00,22110.957300000002,0.0,1.38,56.204224496940256
2022-09-14 00:00:00+00:00,21123.2809,0.0,0.0,152.92336931800438
2022-09-14 01:00:00+00:00,19781.2212,0.0,0.0,230.89044841764826
2022-09-14 02:00:00+00:00,18395.1519,0.0,0.0,430.2566929473607
2022-09-14 03:00:00+00:00,17003.706,0.0,0.0,676.4860624725447
2022-09-14 04:00:00+00:00,15889.3116,0.0,0.0,721.1370519904856
2022-09-14 05:00:00+00:00,15109.714899999999,0.0,0.0,824.3942263146822
2022-09-14 06:00:00+00:00,14549.840500000002,0.0,0.0,691.9240904229189
2022-09-14 07:00:00+00:00,14295.6263,0.0,0.0,982.5702307867809
2022-09-14 08:00:00+00:00,14259.6445,0.0,0.0,1043.7399362623069
2022-09-14 09:00:00+00:00,14859.044700000002,0.0,0.0,1136.9207719134904
2022-09-14 10:00:00+00:00,16103.639299999999,0.0,22.89,1249.971041934081
2022-09-14 11:00:00+00:00,16979.2704,3.610415628975953,335.62,1172.517162943599
2022-09-14 12:00:00+00:00,17450.7931,24.594372612480782,973.19,1153.3900334837438
2022-09-14 13:00:00+00:00,17763.899100000002,44.474311564452854,1550.07,569.7813989925136
2022-09-14 14:00:00+00:00,18077.194900000002,69.96440783067102,1927.8,423.2604920271065
2022-09-14 15:00:00+00:00,18370.522,76.00455944717555,2217.66,444.3663720903113
2022-09-14 16:00:00+00:00,18758.6485,83.33081471927083,2261.24,517.3063656043857
2022-09-14 17:00:00+00:00,19291.5076,94.64422718817106,2159.65,826.0649991413101
2022-09-14 18:00:00+00:00,19758.7011,94.77553032865973,2005.42,858.1763336243421
2022-09-14 19:00:00+00:00,20312.0908,86.53578486737638,1704.81,1004.8749107584057
2022-09-14 20:00:00+00:00,20919.7019,66.93528574731016,1211.26,875.482370399982
2022-09-14 21:00:00+00:00,21310.8623,41.20369277651995,565.68,801.5612067695453
2022-09-14 22:00:00+00:00,21013.109099999998,15.362012166993164,113.9,596.6921627972412
2022-09-14 23:00:00+00:00,20775.573,0.0,0.75,651.2361902381983
2022-09-15 00:00:00+00:00,20198.3043,0.0,0.0,456.7890050764787
2022-09-15 01:00:00+00:00,19237.1531,0.0,0.0,393.16805337908266
2022-09-15 02:00:00+00:00,17985.2876,0.0,0.0,411.80860825498826
2022-09-15 03:00:00+00:00,16787.2573,0.0,0.0,307.8027235492338
2022-09-15 04:00:00+00:00,15807.1712,0.0,0.0,96.28839957589159
2022-09-15 05:00:00+00:00,15148.5056,0.0,0.0,98.12637578627573
2022-09-15 06:00:00+00:00,14653.6501,0.0,0.0,116.09858467151724
2022-09-15 07:00:00+00:00,14331.727700000001,0.0,0.0,197.46074789141622
2022-09-15 08:00:00+00:00,14270.757599999999,0.0,0.0,111.16189290817167
2022-09-15 09:00:00+00:00,14788.070099999999,0.0,0.0,54.649369194520375
2022-09-15 10:00:00+00:00,15900.2916,0.0,27.02,67.04102322760839
2022-09-15 11:00:00+00:00,16643.0156,3.522364965288026,398.97,102.19877060262543
2022-09-15 12:00:00+00:00,16817.4405,29.11499846158905,1225.03,71.56212913270404
2022-09-15 13:00:00+00:00,16753.696200000002,58.45665126831162,1913.84,71.9058049917524
2022-09-15 14:00:00+00:00,16699.7561,81.46145493135812,2347.13,71.50732971023803
2022-09-15 15:00:00+00:00,16699.9081,99.9312788071313,2555.52,70.65054865810222
2022-09-15 16:00:00+00:00,16727.369499999997,108.80892519579285,2667.33,107.77271845261141
2022-09-15 17:00:00+00:00,16875.3903,111.62439697060131,2650.81,243.76104285799903
2022-09-15 18:00:00+00:00,17085.667899999997,106.46676507242152,2529.88,218.4630716202627
2022-09-15 19:00:00+00:00,17592.995800000004,92.84696291124055,2156.27,145.77546274275656
2022-09-15 20:00:00+00:00,18203.272100000002,73.61563119431435,1541.61,227.69345291288147
2022-09-15 21:00:00+00:00,18754.8117,47.40941568699191,709.41,114.86646054751068
2022-09-15 22:00:00+00:00,18764.1531,17.296953182980722,124.8,81.21892629613349
2022-09-15 23:00:00+00:00,18668.0194,0.0,1.29,114.07520024202533
2022-09-16 00:00:00+00:00,18139.9969,0.0,0.0,122.63054745357692
2022-09-16 01:00:00+00:00,17197.8915,0.0,0.0,172.01521199085715
