Time,wind_323596,wind_323608,wind_323693,wind_323751,wind_323784,wind_24204,wind_323617,wind_323625,wind_323626,wind_323690,wind_323706,wind_323713,wind_323604,wind_323605,wind_323606,wind_323614,wind_323696,wind_323719,wind_24146,wind_323574,wind_323611,wind_323609,wind_323673,wind_323753,wind_323790
2021-01-01 00:00:00+00:00,0.00019777525791895846,1.5177340161423327,0.0,0.07530191203450212,0.027838137638674623,10.508435945909417,0.44109332492191783,0.3711893447016249,2.8964713133562583,0.09957887848803744,1.990680451399577,0.06555010872524666,1.867225668007509,0.6743476847545836,10.437954193992022,1.1979281677284401,5.2339380501945385,0.24789786407990558,2.041991523177079,17.91935938695964,7.043626979809244,6.860219005851724,24.027285671395838,5.665184737983701,4.954763431837928
2021-01-01 01:00:00+00:00,0.0034823457043430205,0.0002725752950098618,0.0,0.0,0.0,12.78708265392066,0.12056738652737731,0.09038184080586954,0.015870981413896954,0.19824278346897284,0.03899915634751312,0.04568078119914746,1.0239717699706583,0.559294129931887,11.772531862277134,0.777216702261731,3.9188904704421863,0.24532965531037876,1.0548323769921983,20.376334273400698,8.009398926514214,8.323858062745254,20.5782810350162,4.403904859130796,4.447797588278777
2021-01-01 02:00:00+00:00,0.0,0.0,0.0,0.00015398059487551266,0.0,3.7228346299821555,0.2281253708005981,0.007051024633239515,0.0,0.0008204880789852558,0.17631352434092515,0.0,2.330402591535376,1.4191100538795858,13.522509978150312,1.946297967130337,7.569600737789016,0.5824096058555034,0.393292545426399,6.425488469052631,2.525689839783458,1.3099083046667477,13.775529621753623,0.03851494548640497,5.320181659185202
2021-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.055210952871586,0.43127551823916355,0.0,1.5728432847569364e-05,0.11084100201450692,0.06347912465224924,0.0033394283531892367,1.371141714186377,0.4674330390082169,8.468499307387395,1.0173639000821992,3.9218642730774707,0.40912778895911284,0.2982090100077611,10.025188773142338,3.940636972300105,1.0985105476746428,7.92478796446753,0.1405008979492605,12.829925418425741
2021-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.34038276518098765,0.07292645778465094,0.0,0.0,0.0008730004857254242,0.0,0.00019064295887483387,2.73871286775648,1.6134401401956107,7.089035662764499,1.7144560264328763,11.580736260798812,0.6768147792838797,0.026066589625391857,8.273852744032391,3.2522330266586197,0.2441254074509992,9.14972003322613,1.2940069312524196,8.550841835003778
2021-01-01 05:00:00+00:00,0.0,0.010916201418818036,0.0,0.0,0.0,0.3741526275213586,0.005693225868611921,0.0,0.07842633005861188,0.0006543304839058653,0.0,0.0017235624444883152,4.039261423563236,2.2643116092286624,7.761761526471239,3.3308838281465953,12.358613037307418,0.8389538330803352,0.037750832937065056,7.510247682497845,2.9520800414320534,0.374805366311189,10.554413101844709,0.040145587194248905,3.9675828424509674
2021-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0011203837628968097,0.032051314029076114,0.0,1.9729088188095424e-05,0.0,0.0,9.024158025681311e-06,3.7208703913112955,1.6965623883716228,4.980809676818921,2.806363240839332,10.0832274898578,0.8349502218222474,0.0,0.2630372786482863,0.1033930082305818,4.070400429189938e-05,7.847274778014736,0.0,7.034069533762648
2021-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2974009470941246,1.0915611714500117,8.91986092925774,1.8460005669484931,5.5646008689526365,0.5449723930450806,0.0,0.0,0.0,0.0,3.371289145733869,0.0,1.7277944255202853
2021-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015222419772756898,0.0,0.0,0.0,0.0,1.193421057910758,0.47021463514282225,5.313701552278549,0.8245582570593091,1.8714082836632042,0.0882312005354397,0.0,0.0,0.0,0.0,1.9123615676571646,0.0,0.8050798035634752
2021-01-01 09:00:00+00:00,0.0,0.0,0.0,0.0,0.02379373023966454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221206214887777,0.0,0.7345639381782153,0.001748749870188389,0.022535242822978748,0.0,0.0,0.0,0.0,0.0,0.2557150477907722,0.0,0.0
2021-01-01 10:00:00+00:00,0.0005130532682894388,2.6896382967381567e-05,0.000888721142075268,2.452141277849955,7.420876470684305,0.0,0.0,9.898731800422656e-06,0.0,0.0,0.00024645164460260324,0.0,0.0140602105582801,0.0,0.01868158199771709,8.779380293204208e-05,0.000193286199970429,9.134994163879604e-05,0.0,0.0,0.0,0.0,0.02304836253756324,0.0,0.0
2021-01-01 11:00:00+00:00,0.04799141107871364,2.486803489485289,0.06699284223153218,30.576977820623338,38.79850949493913,0.0,0.0031853931702122192,1.5144645564546628,2.596830569327455,0.18597049831957332,1.7297239305411003,0.014191898836038727,1.9681848581617155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 12:00:00+00:00,0.5468019609869901,22.739846058826267,0.5081715900597825,46.32516308613525,75.0668780149838,0.0008087526098912278,1.9749585955460507,11.201140565030604,22.399207562148653,4.294654073625014,12.59575670218234,0.8364008180443043,0.38426659021785237,0.03578363876814212,0.00011330892296364782,0.09829668016269831,1.0000593944143796,0.0010422590040954798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 13:00:00+00:00,1.0908313074651164,34.99885564037277,0.8595100998790566,78.4,105.43885501578274,0.10605028419400285,5.237528797797761,16.678319212708143,30.14608568265447,4.631445699403332,29.946194453539437,0.891956636052778,0.09858133573716497,0.001884313632427726,0.0,0.028879532801612012,0.30323707755054047,0.00309901900200958,3.4752599618355526e-06,0.0,0.0,0.01680707285483034,0.01966819105261834,0.021356701598523077,0.16771256251039718
2021-01-01 14:00:00+00:00,1.1919474997177115,27.10796738787336,1.1310372091604766,67.31863457467537,104.71847913376607,0.10023571340159855,10.498407108021832,27.649903309900253,20.649832737396085,11.497094419436568,31.07450703457175,1.8819775403991845,0.0003542405011545704,0.0,0.0,0.0,0.0,0.0,0.0,0.6099490937908798,0.23975488188836314,9.81860368739987e-07,0.0,0.2935576528743902,0.5201115742229525
2021-01-01 15:00:00+00:00,0.882258399409219,46.75058407103701,0.48027407850703197,78.4,126.5,0.5841726144354348,15.073370270863826,23.59832154161863,27.185570717980788,9.690263036376225,29.230385644445793,1.383301765216799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032309146230862285,0.012699872198105176,0.01950209715379909,0.005302511836105144,0.5886456259047093,0.009058428278929649
2021-01-01 16:00:00+00:00,1.2244713518274102,30.32463757404735,0.5052894356077648,78.4,106.76034232311983,1.0385399157590351,18.37096708401047,21.85640048294747,28.301163176051755,4.327645885579686,33.1199579983608,1.3557596368994436,0.0,0.0,0.0,0.0,0.0,0.0,0.013749161750055475,0.0,0.0,0.05951652863872638,0.182105820702307,0.02555587162674613,0.0
2021-01-01 17:00:00+00:00,0.4658046244323877,28.583409248390883,0.12106488897790252,78.4,100.28604137111915,0.01702175627433547,24.67240094931126,15.1905203790422,24.871766985264973,8.157218257466763,39.975857386221556,2.9382754426674453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15611243062633368,0.01754576733821068,0.0
2021-01-01 18:00:00+00:00,2.084807464018405,41.71386104421176,1.2908675373899086,51.062680825595876,110.40117990933693,0.19398141120939008,31.06397689341192,39.46592371954276,40.3680812935698,8.648577962515366,52.92504843816172,3.887564780290558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544996638072327,0.0016582975561017844,0.0
2021-01-01 19:00:00+00:00,1.5643227764500731,61.06098353258376,0.8415494313210943,70.47160345681186,126.5,0.4244040072258907,43.54789151646574,47.07299220827406,59.76783376801801,12.560555134290276,66.89565869506961,4.066123934686393,0.0,0.0,0.0,0.0,0.0,0.0,0.021499204063679847,0.00030487444912437724,0.00011983809515365132,0.007971401069408884,2.9527247728426693,0.09519452966463345,0.0796721595900989
2021-01-01 20:00:00+00:00,2.8670817225987237,89.64486460271037,1.927348112135481,0.10240664695351272,126.5,3.7247502578697445,71.77426305469915,48.968858103955625,126.0,27.290356610293202,76.51767131451905,8.94466485039186,0.0,0.0,0.0,0.0,0.011624056205931394,0.0,0.13900094944632166,3.73279473756291,1.4672630397000528,0.5154935759258368,4.586195305949413,1.0268375594540056,2.684097151689363
2021-01-01 21:00:00+00:00,7.135673370047373,100.5,5.268003224275717,78.4,126.5,9.107435460024101,125.0,116.20476225242399,126.0,18.407336963587728,70.41321036172835,11.876931811532504,2.3124801619376183,2.6992058223951956,0.1555183656684231,2.016530126914907,6.915135987397347,0.10422069679415974,0.6957934630371209,10.372701005276836,4.077234854022237,1.8864105412898353,17.214012984860414,2.4332355673522734,8.034321871090228
