Issue_time,Forecast_time,wind_323596,wind_323608,wind_323693,wind_323751,wind_24204,wind_323617,wind_323625,wind_323626,wind_323690,wind_323706,wind_323713,wind_323604,wind_323605,wind_323606,wind_323614,wind_323696,wind_323719,wind_24146,wind_323574,wind_323611,wind_323609,wind_323673,wind_323753
2018-12-31 06:00:00+00:00,2019-01-01 00:00:00+00:00,4.571195943622264,100.5,4.537672579648786,78.4,28.56321620509221,123.71428005407459,118.1,126.0,35.09300218523978,93.9,15.518862666409252,13.591238170528806,14.000417658847635,64.06413463195562,25.015425104411428,4.5412171208997805,26.08216788235203,8.578875515137815,101.5722876142583,39.925384049240925,24.85515854106225,22.123399019337,12.880371685696197
2018-12-31 06:00:00+00:00,2019-01-01 01:00:00+00:00,6.132828320144494,100.5,5.078756066469242,78.4,28.59377907590625,117.96825914151668,115.11503085936755,123.4269101694835,33.48489472196892,93.9,14.874615734463099,20.660289966588795,20.7535078051112,66.13965760263618,29.479690328831236,10.232124134112667,26.363644050151844,9.327504475286842,113.76230207510791,44.716956832986135,27.83043682635399,34.77467528391528,18.54870493771011
2018-12-31 06:00:00+00:00,2019-01-01 02:00:00+00:00,10.629728696986788,100.5,8.048481969484689,78.4,28.888707647312103,102.27507734341411,115.11503085936755,123.30809931827166,35.79618052060877,93.9,14.379820371566232,29.564813260662152,28.843553540887726,72.28093593372891,36.29744725367274,19.093642903131773,26.128165425131495,10.481409301695301,163.56910929949444,64.29469750819955,32.64694939725528,51.528104237605255,34.976606299726825
2018-12-31 06:00:00+00:00,2019-01-01 03:00:00+00:00,16.092920825793957,98.41927240432834,11.585884614446696,78.03920278495035,28.698235421248047,99.2720686635394,115.11503085936755,121.07516962975488,40.55162802260271,92.78945913207777,14.45963160458039,30.269240356184213,28.05885103462423,81.73257043242478,34.24139102749147,21.16209729632823,24.91158977690979,11.170321337397274,195.24649948154993,76.74624308625427,34.260331132312494,64.23547676043371,57.31811355350978
2018-12-31 06:00:00+00:00,2019-01-01 04:00:00+00:00,19.34135072726365,97.62738131733482,14.476046720405149,75.48501031050317,29.108990773009026,92.11934258183346,116.35301185365789,122.08877959986552,48.16361063623236,92.78945913207777,15.106436400939586,39.34038840761832,35.87706446944003,90.80233591775902,44.215162457242336,39.60147529293175,33.39887582847866,11.428733872202306,226.19905581594756,88.91287561942875,34.320979925143625,58.05303861561782,73.23363831787246
2018-12-31 06:00:00+00:00,2019-01-01 05:00:00+00:00,18.736576879730503,94.31021153497828,13.998623989632017,74.6565014752892,29.457794962648403,103.30069008708256,116.2947088485851,119.26362136977532,51.09428531390265,91.70867996975306,15.374654098444447,54.91883819950311,48.402631815466655,97.5,67.567181425774,53.88898728550041,54.36083545321336,11.530319109603235,224.28385614077663,88.16006120165594,34.320979925143625,47.496596658829965,76.40343857084753
2018-12-31 06:00:00+00:00,2019-01-01 06:00:00+00:00,18.744633275247114,96.39093913064994,14.07422485134282,75.01729869033888,29.962390290939094,100.78419121939059,116.2947088485851,121.18890138801078,48.82772964981276,92.81922083767529,15.746684055164058,73.57731470440122,66.01869529667115,97.5,90.1207800010204,114.60881721167625,65.90501654095276,11.530319109603235,223.00390043158245,87.6569444120679,34.320979925143625,30.130529620289465,72.57181115164205
2018-12-31 06:00:00+00:00,2019-01-01 07:00:00+00:00,15.59195339898468,96.92376990207704,14.10183871063529,74.69823936781331,30.0,114.11151152896291,118.04169699492722,122.37798558620104,49.592853771040716,92.81922083767529,15.971171968614597,76.77854806665962,67.39920988789245,95.39045690906856,101.45334356633744,151.66333462983673,70.45678140038261,11.530319109603235,220.16830383399096,86.54234626894534,34.5,25.152789191225825,68.97769804780769
2018-12-31 06:00:00+00:00,2019-01-01 08:00:00+00:00,15.563882748548822,99.5345081753491,14.214560231017117,75.52674820302728,30.0,118.92870980919531,116.83397630587747,123.27188299424506,51.87425610212319,93.9,16.198705780093885,73.52928090239716,69.61687602583817,91.88188249634884,95.8145063111373,188.6528248027539,66.87012808464992,10.888281757097777,212.48374843301914,83.52175046631227,34.5,37.29748235153058,69.55875833515317
2018-12-31 06:00:00+00:00,2019-01-01 09:00:00+00:00,14.569623691341766,97.25942314042346,13.392271187297283,73.80292952872777,30.0,123.4977518581914,116.83397630587747,121.44379372037567,55.4,93.9,16.2,70.68454684064882,73.93017290502438,89.74760035571722,93.66696159225114,182.82957004407794,63.876304947102085,9.824669365965242,205.092202320066,80.61632887732463,34.5,56.09348270991177,70.37964458258328
