Time,wind_323596,wind_323608,wind_323693,wind_323751,wind_323784,wind_323825,wind_24204,wind_323617,wind_323625,wind_323626,wind_323690,wind_323706,wind_323713,wind_323820,wind_323822,wind_323604,wind_323605,wind_323606,wind_323614,wind_323696,wind_323719,wind_24146,wind_323574,wind_323611,wind_323609,wind_323673,wind_323753,wind_323790,wind_323818,wind_323821,wind_323839
2024-01-01 00:00:00+00:00,0.0,0.0,0.0,0.1051756578081693,0.08928671505187769,0.025059345150219826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0498678939860486e-06,0.0,0.6913437957670224,0.1619838689460971,1.6348869732397455,0.42834670616250403,2.14238149843899,0.03917902558147229,0.0,0.0012373446644545379,0.00048636751312758456,0.0,2.113628304834131,0.0,0.0,0.0010880657845176761,0.0,29.833033467955236
2024-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0024179146147564087,0.0027564963935349635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744854325396376,0.014379033871436667,1.664648351400722,0.42108270408958337,0.8416338042308458,0.5177674750295859,0.0,0.0,0.0,0.0,1.3927608725086815,0.0,0.0009452729223316166,3.4111569086688033e-06,0.0,22.79724614467302
2024-01-01 02:00:00+00:00,0.0,0.0,0.0,0.1594345916515342,0.12034709185441475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055047985263957225,0.0,0.030774158539367723,0.0,1.0475458108079818,0.003811397056997966,0.5111664215900672,0.009400090481615955,0.0,0.0001466768456225188,5.7654794729544184e-05,0.0,1.551174064607804,0.15061631372870643,0.0052206880330754254,0.04859461633405451,0.0,17.288385445673946
2024-01-01 03:00:00+00:00,1.1121256273374253e-07,0.0,0.0,0.008031029121224323,0.0062061394045631055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17834294158279915,0.02807628338553415,1.3174995752892489,0.02330443003033526,2.659262031460121,0.0,0.0,0.812952811343875,0.3195502825542158,0.00016095516102657663,1.09988759193493,1.2000240875189696,0.25960402221920204,1.430147106691156,0.0,4.87323824797889
2024-01-01 04:00:00+00:00,0.018466047603246015,0.0,0.00613271195288412,5.625110222256338e-08,0.001152025204033283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223465484613951,0.021748993313394454,0.8887846541737319,0.007181349014406225,0.9949404833483229,0.0,3.404127300382255e-05,0.00666783355211803,0.002620949292347693,0.002434960869727748,1.8553870231507137,0.012544805846931018,0.0,0.012996863346926256,0.0,2.437567148129472
2024-01-01 05:00:00+00:00,0.2208353953805378,0.0,0.08997559519643357,0.0,0.017234580328354118,0.0,0.0,0.0,0.0,0.0,0.0,1.2892738232645912e-06,0.0,0.0,0.0,0.015347799591707225,0.0,0.08520153159245145,0.0009304813810611216,0.017607972800054182,0.0,0.0,0.006761542638057472,0.0026577838594615518,0.002988986400056669,0.36916587647577187,0.11993117365456013,0.0010298521586156167,0.016351201496533012,0.0,8.737031398145222
2024-01-01 06:00:00+00:00,0.4139228444653523,0.0,0.19931270959715283,0.0005353113231882455,0.018495411430183444,0.0,0.049583021965056165,0.0,0.045134698119108176,0.07750903062607657,0.0,0.4558271808774184,0.0,0.0,0.0,0.0,0.0,0.0007569338993920467,0.0,0.0,0.0,0.025122977292462784,1.0860181549319565,0.42688505830225826,0.13963695029791226,1.8813843149430254,0.5035454678790872,0.11421253379834982,0.7310246918939667,0.0,11.355847463973237
2024-01-01 07:00:00+00:00,1.4159357546258242,0.0,0.8062155020224373,0.0,0.034448253569798984,0.0,0.0011131790844051527,0.0,0.923166274046398,0.055297104931939206,0.0,1.485305215763724,0.0,0.0,0.0,0.0018756488312339737,0.0017909667848435534,0.0,0.0,0.4277619405614074,0.0,0.0027109432442778583,0.4883143277653902,0.19194346736405812,0.02088735312958065,0.3263458668798104,0.06048635055924571,0.17294673933182234,0.18007459483257338,0.0,13.383359611047748
2024-01-01 08:00:00+00:00,4.304629294594636,0.7591863648697919,3.141847958610487,0.0018629972825349493,0.039908107516084576,0.0,0.02132624988642582,0.01214640970214003,4.487143057489063,3.345794504888728,0.0044883074472237255,7.3014433944705015,0.0,0.0,0.02316563258392147,0.009427766012705773,0.11963623417724678,0.11062351933860178,0.0038716100994632707,0.5222438209374305,0.0018341810720352758,0.005842034859057637,0.12767028325286625,0.050183816966927516,0.04240311027768269,0.2902220201618675,0.0031657049672872907,0.34536464950967566,0.006249724221747187,0.0,15.285455861171444
2024-01-01 09:00:00+00:00,5.315174721024284,2.647555157479283,3.9629445484935917,0.0,0.0,0.0,0.008885451239177269,0.2661640673528564,15.946472025748877,9.357832012692805,1.5072792639221573e-05,8.584892902917993,0.0,0.0,0.5076281092553677,0.012206947186628332,0.24082847389608644,0.0021730551190212266,0.0924510662605063,0.04934971912988186,0.32605086896208946,0.01330814776955281,0.0,0.0,0.08180452123440396,0.4514481614198389,0.0,0.20852078673235724,0.0,0.0,11.816724093222732
