site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323690,2,14,16.59214696551724,17.24057847867338,18.080935439121458,18.593436456979894,29
wind_323690,2,15,15.369230034482758,16.933319180619335,17.554128781403367,18.84193018308885,29
wind_323690,2,16,16.344824586206894,16.74388091944154,18.434157568738545,19.576580326859087,29
wind_323690,2,17,18.042539344827585,18.397055217138238,20.548734495359295,20.225320441942053,29
wind_323690,2,18,18.60738324137931,19.616321657222592,21.487896464829326,20.817657940057074,29
wind_323690,2,19,18.02290796551724,18.69402462902014,21.192503069888225,21.694138151776787,29
wind_323690,2,20,18.710285103448275,19.64806489515577,22.278245601900956,22.12757812753741,29
wind_323690,2,21,19.001723862068964,19.643650792912826,20.101215374829078,20.29982689476671,29
wind_323690,2,22,18.218905172413795,19.50457949460611,18.96828425979782,19.07192008660599,29
wind_323690,2,23,18.810213551724136,17.834213585019974,19.22738664947966,18.57852016903609,29
wind_323690,3,0,23.342786,17.330144319841743,23.0558343680716,17.18704646773447,31
wind_323690,3,1,23.59165890322581,18.71763588102451,24.27435499538241,18.202338177764677,31
wind_323690,3,2,24.291752806451615,19.940439004869603,23.834400814847495,19.860134251753603,31
wind_323690,3,3,24.6267765483871,21.866354605900135,23.52837504270426,20.527561203319966,31
wind_323690,3,4,24.651590193548387,21.618731290518042,25.62707967080392,21.1551959449711,31
wind_323690,3,5,24.811149806451613,21.810780817350825,25.300224420961648,20.840934155296186,31
wind_323690,3,6,22.581924387096777,19.886409413463724,24.60966781579961,18.759133856681103,31
wind_323690,3,7,21.19250758064516,18.87731204411313,23.574070271895152,17.362205621874015,31
wind_323690,3,8,23.02403961290323,19.1428651101206,21.99945226724559,18.206856061038966,31
wind_323690,3,9,21.91373532258065,17.419755186207926,22.429807159347565,18.863671800306015,31
wind_323690,3,10,21.122706129032263,16.521971223586,21.866854631288792,18.427449225786493,31
wind_323690,3,11,20.908986677419357,17.105756885980366,20.938433287374746,16.901610108905764,31
wind_323690,3,12,20.650517870967743,17.26124425881705,22.763490352706945,18.045418734865084,31
