Time,wind_323596,wind_323608,wind_323693,wind_323751,wind_323784,wind_24204,wind_323617,wind_323625,wind_323626,wind_323690,wind_323706,wind_323713,wind_323604,wind_323605,wind_323606,wind_323614,wind_323696,wind_323719,wind_24146,wind_323574,wind_323611,wind_323609,wind_323673,wind_323753,wind_323790
2022-01-01 00:00:00+00:00,0.000000,1.370646,0.000000,0.555778,6.252323,1.470308,1.381722,0.000000,0.060786,0.356988,0.000000,0.894265,9.825368,9.465977,0.000000,8.002923,28.916628,8.580309,0.063596,45.000440,17.688485,1.154740,0.204704,3.983478,15.042903
2022-01-01 01:00:00+00:00,0.010562,11.985387,0.002640,17.201317,20.255675,0.727414,15.469440,0.422219,6.491697,1.171639,1.227518,3.182434,11.611552,9.779146,7.290265,11.623011,24.897434,15.350291,0.325189,26.822033,10.543033,1.454431,2.747601,1.939156,10.295839
2022-01-01 02:00:00+00:00,3.086525,23.226459,2.415521,25.919428,27.032821,3.756844,21.801017,13.193928,21.366101,3.206030,15.739355,2.148730,4.569580,3.036012,2.169210,4.060792,8.156539,9.302577,0.852226,23.051001,9.060740,3.123295,4.256630,2.051564,19.184250
2022-01-01 03:00:00+00:00,8.208830,3.864157,6.479642,31.392454,42.516171,3.535874,32.321088,10.683862,2.375459,1.592385,12.480438,3.651300,7.606323,5.083437,1.937099,6.049488,13.980331,12.221703,0.646391,46.164080,18.145881,2.751607,2.103413,15.334715,21.616817
2022-01-01 04:00:00+00:00,3.822445,8.471767,2.746235,66.303296,52.244881,11.034975,25.666659,18.880046,6.082844,4.086118,15.600671,5.367250,5.394258,3.035409,2.226990,4.302705,8.187318,7.787754,1.498101,68.399887,26.886189,7.654889,6.563394,16.550095,43.492591
2022-01-01 05:00:00+00:00,4.055329,48.138031,3.377568,77.448333,84.066172,14.554986,78.261083,47.658686,44.044387,20.069880,69.686666,11.040876,3.724265,2.044590,1.910402,2.742644,3.907401,3.913103,2.144579,56.669676,22.275353,8.972538,12.627638,23.800483,30.807288
2022-01-01 06:00:00+00:00,10.540788,71.848027,8.895150,78.400000,112.403186,18.200423,98.727187,111.386214,85.347851,32.462835,93.724348,7.186158,4.608146,4.584835,15.381902,5.159851,11.912910,8.349365,2.980465,113.065243,44.442961,13.578654,9.176204,32.731639,73.872524
2022-01-01 07:00:00+00:00,16.400977,33.958871,13.714738,61.495950,25.540682,19.324831,80.070994,83.870710,51.086185,2.622114,92.964423,2.209449,12.016812,19.174253,21.311310,23.939284,20.934689,26.318661,2.959134,165.164771,64.921910,15.641014,17.847195,39.906188,77.928233
2022-01-01 08:00:00+00:00,12.386189,18.679364,9.473300,76.275141,66.192032,23.676038,38.525336,60.919612,46.598734,6.568581,75.125558,2.772894,11.164344,12.830680,38.130196,23.383879,20.682103,31.017759,3.682536,174.741643,68.686325,19.510974,15.761161,45.502923,77.822740
2022-01-01 09:00:00+00:00,10.951539,20.372034,8.484764,59.685981,61.963854,28.595531,42.372434,54.026109,33.296336,8.856530,55.300195,2.765048,16.958556,19.561426,40.803662,30.040890,25.649326,35.907813,5.877603,159.054950,62.520301,20.464306,23.413443,35.530614,77.213465
