site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323693,1,8,4.066495674121887,5.743992550982002,4.645342919354905,5.482892239371239,31
wind_323693,1,9,3.9780257559219754,5.58329854912781,5.111301847561777,5.786645629354449,31
wind_323693,1,10,3.2052079120909536,4.927304599641987,5.169569992195266,5.6730852613308675,31
wind_323693,1,11,3.01286113628384,4.538668782354759,4.812710745820545,5.394690058085654,31
wind_323693,1,12,3.223557981277436,4.879848671457992,4.750260523698954,5.324131857459069,31
wind_323693,1,13,3.0691684392910092,4.671856077921152,4.786510395972625,5.5142512477560635,31
wind_323693,1,14,3.7002963043154256,5.6421066413873,4.702851207171032,5.61386234161394,31
wind_323693,1,15,3.42876751234403,5.156710120234868,4.360080881447203,5.351403794720603,31
wind_323693,1,16,3.624589600119926,5.52145924673387,5.002493213177327,5.56988349630297,31
wind_323693,1,17,3.7259460185340547,5.64598851600114,5.453280427583818,5.898981372986689,31
wind_323693,1,18,4.27274144258366,5.866877174094355,5.770947225729449,6.080233974895196,31
wind_323693,1,19,4.071139500312297,5.647098397136824,5.521176948231075,6.070934755775721,31
wind_323693,1,20,4.5927457413930615,5.791216258777606,5.151698285572261,6.262713351584225,31
wind_323693,1,21,5.520751197628551,6.360405845828441,5.596350675475887,6.242149825853898,31
wind_323693,1,22,4.858685345337722,6.021648666210186,5.102584802506894,5.920742138061766,31
wind_323693,1,23,5.061490676376996,5.9282970977695255,5.843188582253163,6.317028797862784,31
wind_323693,2,0,4.524271205239782,6.109764404438813,5.360352375980992,5.840188124448113,29
wind_323693,2,1,4.471919738560105,5.786550709684119,5.201799996014472,5.705805606230166,29
wind_323693,2,2,5.344808021475683,6.419790778276821,5.259271317214218,5.84944342074097,29
wind_323693,2,3,5.714733511770912,6.792454776534224,5.903643748465989,6.278183383353526,29
wind_323693,2,4,5.865414648411933,6.8290037901586205,5.919805996381221,6.057288864242549,29
wind_323693,2,5,5.195582359926899,6.240689571911092,6.150038793116315,6.334542593536758,29
wind_323693,2,6,5.171496095680936,6.131423310761,5.888396911804563,6.333528265613873,29
wind_323693,2,7,5.717421627644845,6.591921051471006,6.084415222861997,6.688477474387737,29
wind_323693,2,8,5.073047858443543,6.569816805258287,5.411630247761423,6.360340487892085,29
wind_323693,2,9,5.329260884527061,6.584652838241345,5.425785102336171,6.321645881634891,29
wind_323693,2,10,5.8414393871438826,6.957056321350069,5.588351256487707,6.452053688312504,29
wind_323693,2,11,5.009459440580352,6.527235408556968,5.1978731472108795,6.291488014723426,29
wind_323693,2,12,5.322377439176997,6.854270231435035,5.503015235189476,6.387598428427579,29
