Time,Alle Catt II Wind,Arkwright Summit,Atlantic Shores Offshore Wind 7,Atlantic Shores Offshore Wind 8,Atlantic Shores Offshore Wind 9,Ball Hill Wind,Baron Winds,Blue Hill Wind,Bluestone Wind,Bone Run Wind,Bull Run II Wind,Bull Run Wind,Canisteo Wind,Cassadaga Wind,Copenhagen,CWW 200 Wind,CWW 300 MW DUN,CWW 300 Wind,Deer River Wind,Dry Lots Wind,Dutch Hill/Cohocton,East Wind 1,EI East Shoreham,EI Fort Salonga,EI Glenwood Landing,EI Melville,EI Oceanside,EI Oceanside 2,EI Steinway 1,EI Steinway 2,EI Sunset Park,Eight Point Wind Energy Center,Fenner Wind Power Project,Galloo Island Wind,Harbec Plastics,Hardscrabble,Heritage Wind,High Bridge Wind,High Sheldon,Howard,Jericho Rise,Lighthouse Wind,Long Island Offshore Wind,Long Island Offshore Wind Connection,Mad River Wind,Madison Windpower,Maple Ridge,Marble River,Marsh Hill,Munnsville,New York City Offshore Wind,Noble Altona,Noble Bliss,Noble Chateaugay,Noble Clinton,Noble Ellenburg,Noble Wethersfield,North Country Wind,North Ridge Wind,North Slope Wind,Number 3 Wind Energy,NY Wind - East Garden City,NY Wind - Mott Haven,NY Wind - Pilgrim,NY Wind Gowanus,NY Wind Holbrook,NY Wind Holbrook 2,Orangeville Wind,Prattsburgh Wind Farm,Roaring Brook Wind,Rolling Upland Wind,South Fork Wind Farm,South Fork Wind Farm II,Steel Winds,Steel Winds II,Stockbridge Wind,Vineyard Wind I,Vineyard Wind II,Wethersfield,Zotos
2019-01-01 00:00:00+00:00,295.9257116666667,2.358720084,750.2265416666668,628.4021391666666,720.955965,86.19776583333334,212.51926916666665,24.589600500000003,112.96710366666667,118.77975166666666,30.862928999999998,197.65389416666667,263.6051683333333,102.3572205,72.23320008333333,131.43526458333335,259.35707666666667,268.12353583333334,89.33329466666667,29.274141083333333,111.625,983.3117933333333,773.0365383333333,941.8618225,1035.1770749999998,580.2443025,854.4836375,1207.5584166666665,977.3530158333333,1025.54044,509.4237375,92.29356374999999,27.119998999999996,99.12412425000001,0.9944000000000001,57.23036716666667,182.05158749999998,89.99061116666667,101.68464166666666,50.53455,67.3703525,157.5711041666667,374.14192,217.69348,395.07436333333334,9.572671999999999,290.63311333333337,154.98144666666667,14.6772,30.9145425,902.9808566666667,80.28767833333333,90.85146966666666,84.35240633333333,50.84983358333333,24.158806833333333,113.91511175,241.33075916666667,71.3314845,110.21407241666667,96.37697883333334,978.4248541666666,812.1899591666667,872.9769266666667,967.1326783333334,696.04976,1681.9552833333335,85.40963,125.34580466666667,72.78332966666666,63.26278083333333,81.563717,32.9780845,18.17071275,9.894190400000001,66.675577,894.9500466666667,831.7378783333334,5.769625558333334,2.9699998
2019-01-01 01:00:00+00:00,307.8893908333333,14.854408025166668,776.1062608333333,538.2412891666667,648.5358116666666,85.97398216666666,215.15008083333336,24.596999999999998,113.022,118.15090658333334,32.524547500000004,215.20098666666664,260.91258750000003,107.90630383333333,72.24730333333333,19.136979091666664,260.30983583333335,270.4034375,89.34978183333334,29.12777425,111.625,899.9752291666667,735.8448191666666,877.0459116666667,1032.67609,703.5610499999999,851.7737858333334,1208.8246583333332,853.4375791666666,915.9307991666666,547.5032299999999,92.07387791666667,26.168755083333334,99.97012483333333,0.9944000000000001,64.8265885,162.43591833333332,88.87493316666666,102.037506,50.53455,68.65097266666668,179.66689583333334,437.2274433333334,248.69398416666664,396.51163249999996,10.287303208333332,291.02729416666665,158.45205083333335,14.6772,30.9465,830.01595,86.45691925,90.85197999999998,83.99074958333334,61.86384016666667,27.419831833333333,115.289986,227.36511416666667,78.30374408333334,100.55325383333333,95.74450958333334,895.2131249999999,787.34029,1019.3636083333334,935.2366400000001,697.9584958333334,1690.4141916666667,85.40963,97.87420241666666,71.87589758333333,64.93368458333333,78.13000975,36.22992183333333,18.222108916666667,8.452947883333334,66.4655475,881.6196208333334,778.4916008333333,6.0390005,2.1051249000000003
2019-01-01 02:00:00+00:00,302.2921591666667,2.5319386505,784.7751791666666,460.7631758333334,591.2019408333333,85.15252933333333,216.70511,24.596999999999998,113.022,120.38229083333333,45.83144658333333,213.91336249999998,249.44753083333333,87.29661141666666,72.26804491666667,23.854006416666667,230.85910750000002,272.05173833333333,89.78759774999999,29.964807249999996,111.625,854.1923283333334,911.038415,938.555915,918.3716075000001,713.44293,835.0253508333334,1146.9468583333335,752.8574291666667,843.9532308333334,407.4680183333333,81.46470558333333,2.9292941750000003,100.89613225,0.9944000000000001,66.51594041666667,152.42919333333333,92.13522216666667,102.037506,50.53455,70.17189291666666,150.95651666666666,542.7109141666666,267.6034333333333,406.96604,10.362896666666666,291.15242,185.38822833333333,14.6772,30.9465,674.1134641666666,85.19557458333334,90.85197999999998,91.11551374999999,74.70736649999999,41.17014366666667,115.289986,248.01299583333332,87.15627275000001,121.55292825,95.49191758333332,742.9721549999999,662.2207008333334,1152.5764333333334,890.2473566666667,694.1064658333333,1755.8889500000002,85.40963,90.01988241666668,72.15840733333333,65.57791475,85.6181095,36.271334,18.247249,13.384038291666668,32.440227166666666,785.280895,1032.6571666666666,6.0390005,2.4472248666666667
2019-01-01 03:00:00+00:00,295.65181333333334,0.40540505,781.49109,445.93345,600.0960791666666,88.00719716666667,216.70512833333336,24.596999999999998,113.022,120.38399,57.398877416666664,233.95622666666668,255.68422999999999,62.69769925,52.54385766666667,17.086592783333334,220.7386725,272.09998,90.61804333333333,30.15805125,111.625,849.3261483333334,942.1749416666667,945.4274875000001,899.2055516666666,746.1383,821.5743291666666,1096.890825,716.7476175,756.8353475,365.7573916666667,92.29442,14.160774325,100.88845066666666,0.9944000000000001,66.53702866666667,173.3872683333333,92.23200000000001,102.037506,50.53455,70.357021,169.78096333333335,562.9565825,270.7355116666667,380.20823416666667,10.401796833333334,160.60046458333332,191.84024666666667,14.6772,30.9465,639.4168916666666,87.29770666666667,90.85197999999998,94.19480583333332,78.04568883333333,58.30036075,115.289986,259.4249475,90.38219375,148.44396,96.68385291666668,721.0904675,526.1071933333334,1140.3251833333331,873.4311575,673.7992916666667,1723.5806583333333,84.83204308333335,95.90816675,70.54150833333334,65.996754,86.86061166666667,36.36468625,18.259998,13.485001000000002,20.463305108333333,712.1568116666667,1067.6043083333332,6.0390005,2.90564985
2019-01-01 04:00:00+00:00,182.53941625000002,0.0,781.29745,442.021755,611.6408916666667,91.06484341666668,216.7056,24.27197741666667,113.022,120.38399,78.409922,261.1696258333333,263.66495,11.634671558333332,13.452826291666668,14.824263583333334,195.62374333333332,271.932215,87.41225583333333,24.464919666666663,111.625,890.1880583333333,954.792325,910.070415,885.9455458333333,737.0179583333334,871.0647166666666,1115.7551666666666,693.8015466666667,721.481285,364.16691999999995,92.29032958333333,1.1880370416666668,100.83565791666666,0.9944000000000001,66.36808416666666,162.23707666666667,92.23200000000001,102.037506,50.53455,70.349,182.75747916666668,559.3709175,269.59702583333336,339.3085125,10.40655,41.8780785,193.07924,14.6772,30.9465,679.3068908333333,88.26587833333333,90.85197999999998,96.12147758333333,90.28812916666668,72.53698041666667,115.21031216666667,267.25801416666667,90.90000000000002,152.19471483333334,96.33020958333334,862.6268491666666,528.1362108333334,1103.9238583333333,849.96677,686.0936208333334,1684.3357083333333,85.28370708333334,116.48517741666667,13.576187425,64.34581441666667,87.12300725,36.599995,18.259998,13.481927,8.810546641666667,682.7290733333333,1115.5434666666667,6.0390005,2.7601748666666666
2019-01-01 05:00:00+00:00,94.1531825,9.261884675,780.4553683333334,549.4093475,682.1160791666666,73.67443608333333,216.7056,24.596999999999998,113.02168666666667,120.25102083333333,100.17256266666668,267.64802583333335,263.4946008333333,36.89037166666667,0.10788593083333332,0.0,179.44023133333334,265.4780625,90.03974291666667,27.240384583333334,111.625,983.680965,958.6725408333333,885.4590441666666,876.8672816666667,711.4111758333333,899.359945,1204.8893416666667,844.0471658333332,756.6358166666668,344.23611,92.29289541666667,11.722082791666667,99.72627825000001,0.9944000000000001,65.0749385,179.15024083333333,92.23200000000001,102.037506,50.53455,65.068947,175.18352166666668,515.2713608333333,260.28540333333336,342.0750983333333,10.393553833333334,38.12099366666667,191.67104333333336,14.6772,30.9465,770.0032591666667,86.41965041666667,68.09171991666666,95.765482,85.28788833333333,69.36046883333334,109.71191591666667,271.03754666666663,90.90000000000002,117.54944,96.80701,886.2232383333334,536.2175100000001,1028.2052583333332,946.5158233333333,737.7354766666667,1697.8411749999998,85.34201575000002,133.91699,25.083917333333332,65.81054783333333,87.192885,36.57339591666667,18.099764083333334,7.729599433333333,19.40596233333333,704.1684008333333,1114.2755166666666,5.2111094583333335,2.9699998
2019-01-01 06:00:00+00:00,22.80175770833333,0.24692851666666668,741.9199391666666,681.1252641666666,730.0490675,8.55119175,216.7056,24.596999999999998,112.78031466666665,117.31306383333333,77.77630741666667,202.67728166666666,262.11846999999995,5.07220375,0.0,0.0055403995,63.01350016666667,91.9930864,90.78070241666667,29.81409275,111.625,1018.2779258333334,908.6342591666667,917.554995,867.9523283333333,693.1480816666667,876.0919025,1272.805675,1044.1338858333334,908.1636408333334,310.4251433333333,92.27978216666666,24.211084833333334,100.58347116666665,0.9944000000000001,64.28652441666667,106.0146995,92.23200000000001,26.00927259166667,49.5583705,58.588155,163.7433725,462.9712408333333,252.12576,372.96925166666665,10.302698291666667,101.66787416666666,182.53708333333336,14.6772,30.9465,900.6729475000001,31.870931975,65.18378225,87.11379900000001,70.08300175000001,67.17957708333333,106.44002675,223.63375499999998,89.4660015,122.36095525,96.80701,1077.5539541666667,591.1436791666666,935.0334775,969.2534425,776.9401816666667,1674.812225,41.51954896666667,133.91699,55.80713491666666,65.7370875,86.05559541666666,35.47455658333333,2.0900409666666664,0.6527043708333333,24.401342083333333,812.6757783333334,1024.5287708333333,5.2014490166666665,2.9699998
2019-01-01 07:00:00+00:00,29.398190166666666,0.0,728.3958091666667,715.9364466666666,774.1293933333333,16.773718858333336,216.52056583333334,24.596999999999998,112.99030916666668,97.07327083333332,94.32388833333333,196.54006916666665,257.2783525,0.0,0.0073143,0.0,80.37321033333333,122.55404075,90.78227499999998,30.161999999999995,110.99174216666667,1051.5178083333333,820.0463175,919.7140566666667,941.6883075000001,670.3127908333333,862.3508333333333,1312.4049499999999,1091.9111916666668,1094.990075,445.7640533333333,91.5786415,27.119998999999996,100.905594,0.9944000000000001,48.01341288333333,151.94049716666666,92.23200000000001,24.391141291666667,47.20045016666666,47.147819999999996,182.78032999999996,365.6315466666667,254.10285916666666,407.4401983333333,10.341296999999999,99.55256058333333,104.64381233333334,13.923106216666666,30.9465,1020.0088999999999,76.09304133333333,5.444511559166667,77.40304783333333,59.06068466666667,73.95112375000001,0.3243049666666667,225.11042166666667,83.0486705,72.05088616666667,96.67731125,1114.7608833333334,826.0214366666665,881.1898966666666,966.2958400000001,748.6005966666667,1651.939341666667,5.8922961875,130.54431916666667,71.60090666666666,65.92380125,83.66862033333334,36.404247500000004,8.775174266666665,8.814316941666666,45.83767066666667,1032.6358508333333,846.3880541666667,0.0,2.9699998
2019-01-01 08:00:00+00:00,24.563415116666665,2.2665826916666667,763.5405716666668,749.8444133333333,796.60576,91.40000000000002,173.958523,24.596999999999998,112.92514,118.85153416666667,111.7237495,255.43899833333333,156.87084866666666,8.112114466666666,8.992932249999999,0.0,260.1177983333333,268.58492583333333,90.79099375,30.161999999999995,50.06207283333333,1073.8351083333334,774.0918391666668,928.0271416666666,1064.0892775,683.6160958333334,883.7952458333334,1355.7726166666666,1134.490025,1140.6374250000001,569.8149116666667,56.89898266666666,27.119998999999996,100.905594,0.9944000000000001,15.409673058333333,171.596945,92.23200000000001,93.39586633333333,33.24403783333333,48.09353083333334,182.78032999999996,451.73288583333334,258.3598958333333,409.04962499999993,10.398968666666667,155.20086175,102.35735441666667,12.595275966666668,30.9465,1064.1066666666668,84.74222300000001,55.64420118583334,82.81893333333333,66.86205458333333,71.96493766666667,46.376869516666666,271.36197,90.90000000000002,49.60233441666667,96.758555,959.4129575000001,1061.4559041666666,993.1798666666667,1028.7268358333333,760.2832691666666,1657.4767416666666,59.97582441666666,67.03641424999999,71.175361,66.05090533333333,82.28075625,36.591140083333336,18.259998,13.485001000000002,63.01741291666667,1185.9843250000001,792.6603216666667,2.418573625,0.0
2019-01-01 09:00:00+00:00,164.0086225,28.157865083333334,771.7891925,789.7261575000001,804.9059675,91.40000000000002,19.481994260833332,24.596999999999998,113.01784708333334,120.3808555,125.22035366666667,247.25128500000002,83.00943675,66.00305425,13.084447666666668,73.503449525,270.80785,272.09945166666665,90.8,30.161999999999995,52.47398041666667,1092.7015166666667,956.8186108333333,950.69643,1130.9298083333333,715.6756883333334,881.9750083333333,1365.5903500000002,1163.8414500000001,1173.9485833333333,669.4976091666666,25.54666625,27.119998999999996,100.905594,0.9944000000000001,18.756010016666668,180.61719916666667,92.23200000000001,102.037506,8.225520666666666,69.93147541666666,182.7737525,582.6947708333333,268.06002,409.04812250000003,10.38088825,35.848586225,193.07924,0.9994725,30.9465,1072.860925,88.52698716666667,90.85197999999998,96.276,90.85199,73.952995,101.9965125,271.36197,90.90000000000002,125.78302358333333,96.80701,874.1121674999999,1181.0329833333333,1146.5315333333333,1085.9322916666667,720.9181116666667,1711.4159,69.61611508333333,15.847968483333334,52.59750175,65.91446583333334,86.91882191666667,36.59602683333333,18.259998,13.484369083333334,66.719406,1232.5289166666666,1057.75777,1.5022232171666667,0.0
